prompt_idx,template,clean_sentence,corrupted_sentence,clean_IO,clean_S,corrupted_IO,corrupted_S,clean_io_token_id,clean_s_token_id,corrupted_io_token_id,corrupted_s_token_id,end_position,place,object
3660,ABBA,"Then, Jesse and Kristen were working at the station. Kristen decided to give a kiss to Jesse","Then, Kristen and Jesse were working at the station. Jesse decided to give a kiss to Kristen",Jesse,Kristen,Kristen,Jesse,46041,76665,76665,46041,18,station,kiss
3661,ABBA,"Then, Matthew and Jeffrey had a long argument, and afterwards Jeffrey said to Matthew","Then, Jeffrey and Matthew had a long argument, and afterwards Matthew said to Jeffrey",Matthew,Jeffrey,Jeffrey,Matthew,23739,48206,48206,23739,15,house,bone
3662,ABBA,"Then, Rebecca and David had a long argument, and afterwards David said to Rebecca","Then, David and Rebecca had a long argument, and afterwards Rebecca said to David",Rebecca,David,David,Rebecca,43057,6046,6046,43057,15,station,drink
3663,ABBA,"Then, Katie and Gregory had a lot of fun at the restaurant. Gregory gave a ring to Katie","Then, Gregory and Katie had a lot of fun at the restaurant. Katie gave a ring to Gregory",Katie,Gregory,Gregory,Katie,46526,39706,39706,46526,19,restaurant,ring
3664,ABBA,"After Brandon and Emily went to the office, Emily gave a snack to Brandon","After Emily and Brandon went to the office, Brandon gave a snack to Emily",Brandon,Emily,Emily,Brandon,45225,31325,31325,45225,14,office,snack
3665,ABBA,"Then, Lisa and Samantha were thinking about going to the restaurant. Samantha wanted to give a drink to Lisa","Then, Samantha and Lisa were thinking about going to the restaurant. Lisa wanted to give a drink to Samantha",Lisa,Samantha,Samantha,Lisa,25380,73605,73605,25380,20,restaurant,drink
3666,ABBA,"Then, Kyle and James had a lot of fun at the store. James gave a necklace to Kyle","Then, James and Kyle had a lot of fun at the store. Kyle gave a necklace to James",Kyle,James,James,Kyle,40358,6110,6110,40358,19,store,necklace
3667,ABBA,"Then, David and Jacob went to the office. Jacob gave a necklace to David","Then, Jacob and David went to the office. David gave a necklace to Jacob",David,Jacob,Jacob,David,6046,21297,21297,6046,15,office,necklace
3668,ABBA,"After Christina and Shannon went to the restaurant, Shannon gave a snack to Christina","After Shannon and Christina went to the restaurant, Christina gave a snack to Shannon",Christina,Shannon,Shannon,Christina,58025,54673,54673,58025,14,restaurant,snack
3669,ABBA,"When Crystal and Erica got a kiss at the garden, Erica decided to give it to Crystal","When Erica and Crystal got a kiss at the garden, Crystal decided to give it to Erica",Crystal,Erica,Erica,Crystal,28166,95692,95692,28166,17,garden,kiss
3670,ABBA,"Then, Alexander and Bryan were working at the restaurant. Bryan decided to give a computer to Alexander","Then, Bryan and Alexander were working at the restaurant. Alexander decided to give a computer to Bryan",Alexander,Bryan,Bryan,Alexander,16188,39746,39746,16188,18,restaurant,computer
3671,ABBA,"After Erica and Vanessa went to the house, Vanessa gave a bone to Erica","After Vanessa and Erica went to the house, Erica gave a bone to Vanessa",Erica,Vanessa,Vanessa,Erica,95692,68439,68439,95692,14,house,bone
3672,BABA,"After Stephanie and Steven went to the restaurant, Stephanie gave a snack to Steven","After Steven and Stephanie went to the restaurant, Steven gave a snack to Stephanie",Steven,Stephanie,Stephanie,Steven,23114,55361,55361,23114,14,restaurant,snack
3673,ABBA,"Then, Kelly and Andrea had a long argument, and afterwards Andrea said to Kelly","Then, Andrea and Kelly had a long argument, and afterwards Kelly said to Andrea",Kelly,Andrea,Andrea,Kelly,20950,32492,32492,20950,15,station,ring
3674,BABA,"Then, Kevin and Shannon had a lot of fun at the office. Kevin gave a computer to Shannon","Then, Shannon and Kevin had a lot of fun at the office. Shannon gave a computer to Kevin",Shannon,Kevin,Kevin,Shannon,54673,19934,19934,54673,19,office,computer
3675,ABBA,"Then, Joseph and Paul went to the hospital. Paul gave a necklace to Joseph","Then, Paul and Joseph went to the hospital. Joseph gave a necklace to Paul",Joseph,Paul,Paul,Joseph,10954,6369,6369,10954,15,hospital,necklace
3676,BABA,"Then, Laura and Jennifer were working at the restaurant. Laura decided to give a ring to Jennifer","Then, Jennifer and Laura were working at the restaurant. Jennifer decided to give a ring to Laura",Jennifer,Laura,Laura,Jennifer,30904,24277,24277,30904,18,restaurant,ring
3677,ABBA,"Then, Scott and Justin were thinking about going to the office. Justin wanted to give a snack to Scott","Then, Justin and Scott were thinking about going to the office. Scott wanted to give a snack to Justin",Scott,Justin,Justin,Scott,12511,27031,27031,12511,20,office,snack
3678,ABBA,"Then, Michael and Shannon were thinking about going to the store. Shannon wanted to give a ring to Michael","Then, Shannon and Michael were thinking about going to the store. Michael wanted to give a ring to Shannon",Michael,Shannon,Shannon,Michael,7939,54673,54673,7939,20,store,ring
3679,ABBA,"After Lisa and Tiffany went to the office, Tiffany gave a drink to Lisa","After Tiffany and Lisa went to the office, Lisa gave a drink to Tiffany",Lisa,Tiffany,Tiffany,Lisa,25380,78477,78477,25380,14,office,drink
3680,ABBA,"When Joshua and Rebecca got a bone at the school, Rebecca decided to give it to Joshua","When Rebecca and Joshua got a bone at the school, Joshua decided to give it to Rebecca",Joshua,Rebecca,Rebecca,Joshua,39555,43057,43057,39555,17,school,bone
3681,ABBA,"When Stephen and Stephanie got a necklace at the restaurant, Stephanie decided to give it to Stephen","When Stephanie and Stephen got a necklace at the restaurant, Stephen decided to give it to Stephanie",Stephen,Stephanie,Stephanie,Stephen,18653,55361,55361,18653,17,restaurant,necklace
3682,BABA,"Then, Michael and Thomas went to the garden. Michael gave a snack to Thomas","Then, Thomas and Michael went to the garden. Thomas gave a snack to Michael",Thomas,Michael,Michael,Thomas,7536,7939,7939,7536,15,garden,snack
3683,ABBA,"Then, Lindsey and Samantha were working at the restaurant. Samantha decided to give a computer to Lindsey","Then, Samantha and Lindsey were working at the restaurant. Lindsey decided to give a computer to Samantha",Lindsey,Samantha,Samantha,Lindsey,95807,73605,73605,95807,18,restaurant,computer
3684,BABA,"Then, Adam and Charles went to the restaurant. Adam gave a drink to Charles","Then, Charles and Adam went to the restaurant. Charles gave a drink to Adam",Charles,Adam,Adam,Charles,8868,14876,14876,8868,15,restaurant,drink
3685,ABBA,"After Crystal and Dustin went to the office, Dustin gave a ring to Crystal","After Dustin and Crystal went to the office, Crystal gave a ring to Dustin",Crystal,Dustin,Dustin,Crystal,28166,116288,116288,28166,14,office,ring
3686,BABA,"Then, Amanda and Daniel were working at the store. Amanda decided to give a kiss to Daniel","Then, Daniel and Amanda were working at the store. Daniel decided to give a kiss to Amanda",Daniel,Amanda,Amanda,Daniel,10754,43069,43069,10754,18,store,kiss
3687,ABBA,"After Scott and Jeffrey went to the restaurant, Jeffrey gave a snack to Scott","After Jeffrey and Scott went to the restaurant, Scott gave a snack to Jeffrey",Scott,Jeffrey,Jeffrey,Scott,12511,48206,48206,12511,14,restaurant,snack
3688,BABA,"Then, Kristen and Joseph had a lot of fun at the office. Kristen gave a bone to Joseph","Then, Joseph and Kristen had a lot of fun at the office. Joseph gave a bone to Kristen",Joseph,Kristen,Kristen,Joseph,10954,76665,76665,10954,19,office,bone
3689,BABA,"After Cody and James went to the office, Cody gave a basketball to James","After James and Cody went to the office, James gave a basketball to Cody",James,Cody,Cody,James,6110,67768,67768,6110,14,office,basketball
3690,ABBA,"Then, Aaron and Joshua were thinking about going to the restaurant. Joshua wanted to give a basketball to Aaron","Then, Joshua and Aaron were thinking about going to the restaurant. Aaron wanted to give a basketball to Joshua",Aaron,Joshua,Joshua,Aaron,32057,39555,39555,32057,20,restaurant,basketball
3691,ABBA,"Then, Ashley and Jacob had a lot of fun at the house. Jacob gave a necklace to Ashley","Then, Jacob and Ashley had a lot of fun at the house. Ashley gave a necklace to Jacob",Ashley,Jacob,Jacob,Ashley,42702,21297,21297,42702,19,house,necklace
3692,BABA,"Then, Michael and Christopher had a long argument, and afterwards Michael said to Christopher","Then, Christopher and Michael had a long argument, and afterwards Christopher said to Michael",Christopher,Michael,Michael,Christopher,27402,7939,7939,27402,15,hospital,kiss
3693,ABBA,"Then, Scott and Rachel were working at the office. Rachel decided to give a computer to Scott","Then, Rachel and Scott were working at the office. Scott decided to give a computer to Rachel",Scott,Rachel,Rachel,Scott,12511,32758,32758,12511,18,office,computer
3694,BABA,"When Justin and Bryan got a drink at the station, Justin decided to give it to Bryan","When Bryan and Justin got a drink at the station, Bryan decided to give it to Justin",Bryan,Justin,Justin,Bryan,39746,27031,27031,39746,17,station,drink
3695,BABA,"Then, Scott and Angela were thinking about going to the house. Scott wanted to give a necklace to Angela","Then, Angela and Scott were thinking about going to the house. Angela wanted to give a necklace to Scott",Angela,Scott,Scott,Angela,43971,12511,12511,43971,20,house,necklace
3696,ABBA,"Then, Gregory and Melissa went to the station. Melissa gave a kiss to Gregory","Then, Melissa and Gregory went to the station. Gregory gave a kiss to Melissa",Gregory,Melissa,Melissa,Gregory,39706,52521,52521,39706,15,station,kiss
3697,BABA,"After Robert and Christine went to the restaurant, Robert gave a snack to Christine","After Christine and Robert went to the restaurant, Christine gave a snack to Robert",Christine,Robert,Robert,Christine,45698,7866,7866,45698,14,restaurant,snack
3698,BABA,"When Sara and Rachel got a kiss at the school, Sara decided to give it to Rachel","When Rachel and Sara got a kiss at the school, Rachel decided to give it to Sara",Rachel,Sara,Sara,Rachel,32758,34315,34315,32758,17,school,kiss
3699,ABBA,"Then, Kevin and Amber had a lot of fun at the restaurant. Amber gave a necklace to Kevin","Then, Amber and Kevin had a lot of fun at the restaurant. Kevin gave a necklace to Amber",Kevin,Amber,Amber,Kevin,19934,47235,47235,19934,19,restaurant,necklace
3700,BABA,"Then, Kristen and Angela had a lot of fun at the house. Kristen gave a basketball to Angela","Then, Angela and Kristen had a lot of fun at the house. Angela gave a basketball to Kristen",Angela,Kristen,Kristen,Angela,43971,76665,76665,43971,19,house,basketball
3701,BABA,"Then, Daniel and Brian had a long argument, and afterwards Daniel said to Brian","Then, Brian and Daniel had a long argument, and afterwards Brian said to Daniel",Brian,Daniel,Daniel,Brian,19924,10754,10754,19924,15,hospital,basketball
3702,BABA,"Then, Kimberly and Christine had a lot of fun at the hospital. Kimberly gave a basketball to Christine","Then, Christine and Kimberly had a lot of fun at the hospital. Christine gave a basketball to Kimberly",Christine,Kimberly,Kimberly,Christine,45698,102292,102292,45698,19,hospital,basketball
3703,ABBA,"Then, Sarah and Benjamin had a long argument, and afterwards Benjamin said to Sarah","Then, Benjamin and Sarah had a long argument, and afterwards Sarah said to Benjamin",Sarah,Benjamin,Benjamin,Sarah,19400,27316,27316,19400,15,store,drink
3704,ABBA,"Then, Steven and Dustin were thinking about going to the store. Dustin wanted to give a drink to Steven","Then, Dustin and Steven were thinking about going to the store. Steven wanted to give a drink to Dustin",Steven,Dustin,Dustin,Steven,23114,116288,116288,23114,20,store,drink
3705,BABA,"Then, Andrea and Nicole were working at the school. Andrea decided to give a computer to Nicole","Then, Nicole and Andrea were working at the school. Nicole decided to give a computer to Andrea",Nicole,Andrea,Andrea,Nicole,42462,32492,32492,42462,18,school,computer
3706,ABBA,"When Dustin and Jamie got a bone at the hospital, Jamie decided to give it to Dustin","When Jamie and Dustin got a bone at the hospital, Dustin decided to give it to Jamie",Dustin,Jamie,Jamie,Dustin,116288,40742,40742,116288,17,hospital,bone
3707,ABBA,"Then, Elizabeth and Amy had a long argument, and afterwards Amy said to Elizabeth","Then, Amy and Elizabeth had a long argument, and afterwards Elizabeth said to Amy",Elizabeth,Amy,Amy,Elizabeth,15419,27161,27161,15419,15,hospital,drink
3708,ABBA,"Then, Dustin and Joshua went to the office. Joshua gave a ring to Dustin","Then, Joshua and Dustin went to the office. Dustin gave a ring to Joshua",Dustin,Joshua,Joshua,Dustin,116288,39555,39555,116288,15,office,ring
3709,BABA,"Then, Thomas and Aaron were working at the store. Thomas decided to give a drink to Aaron","Then, Aaron and Thomas were working at the store. Aaron decided to give a drink to Thomas",Aaron,Thomas,Thomas,Aaron,32057,7536,7536,32057,18,store,drink
3710,ABBA,"Then, Charles and Travis had a long argument, and afterwards Travis said to Charles","Then, Travis and Charles had a long argument, and afterwards Charles said to Travis",Charles,Travis,Travis,Charles,8868,52664,52664,8868,15,office,kiss
3711,ABBA,"Then, Michelle and William had a long argument, and afterwards William said to Michelle","Then, William and Michelle had a long argument, and afterwards Michelle said to William",Michelle,William,William,Michelle,37108,7130,7130,37108,15,restaurant,ring
3712,BABA,"Then, Dustin and Ashley were thinking about going to the office. Dustin wanted to give a kiss to Ashley","Then, Ashley and Dustin were thinking about going to the office. Ashley wanted to give a kiss to Dustin",Ashley,Dustin,Dustin,Ashley,42702,116288,116288,42702,20,office,kiss
3713,ABBA,"Then, Erin and Lisa had a lot of fun at the hospital. Lisa gave a ring to Erin","Then, Lisa and Erin had a lot of fun at the hospital. Erin gave a ring to Lisa",Erin,Lisa,Lisa,Erin,42201,25380,25380,42201,19,hospital,ring
3714,BABA,"Then, Joseph and Gregory had a long argument, and afterwards Joseph said to Gregory","Then, Gregory and Joseph had a long argument, and afterwards Gregory said to Joseph",Gregory,Joseph,Joseph,Gregory,39706,10954,10954,39706,15,garden,kiss
3715,ABBA,"After Jacob and Jamie went to the garden, Jamie gave a ring to Jacob","After Jamie and Jacob went to the garden, Jacob gave a ring to Jamie",Jacob,Jamie,Jamie,Jacob,21297,40742,40742,21297,14,garden,ring
3716,ABBA,"Then, Amber and Christina went to the station. Christina gave a drink to Amber","Then, Christina and Amber went to the station. Amber gave a drink to Christina",Amber,Christina,Christina,Amber,47235,58025,58025,47235,15,station,drink
3717,ABBA,"Then, Jesse and Lindsay had a lot of fun at the restaurant. Lindsay gave a ring to Jesse","Then, Lindsay and Jesse had a lot of fun at the restaurant. Jesse gave a ring to Lindsay",Jesse,Lindsay,Lindsay,Jesse,46041,61987,61987,46041,19,restaurant,ring
3718,BABA,"After Travis and Vanessa went to the school, Travis gave a necklace to Vanessa","After Vanessa and Travis went to the school, Vanessa gave a necklace to Travis",Vanessa,Travis,Travis,Vanessa,68439,52664,52664,68439,14,school,necklace
3719,ABBA,"Then, Steven and Lindsay were thinking about going to the restaurant. Lindsay wanted to give a ring to Steven","Then, Lindsay and Steven were thinking about going to the restaurant. Steven wanted to give a ring to Lindsay",Steven,Lindsay,Lindsay,Steven,23114,61987,61987,23114,20,restaurant,ring
3720,ABBA,"After Jose and Jason went to the station, Jason gave a necklace to Jose","After Jason and Jose went to the station, Jose gave a necklace to Jason",Jose,Jason,Jason,Jose,8289,23019,23019,8289,14,station,necklace
3721,BABA,"Then, Richard and Tyler had a lot of fun at the store. Richard gave a bone to Tyler","Then, Tyler and Richard had a lot of fun at the store. Tyler gave a bone to Richard",Tyler,Richard,Richard,Tyler,35975,9135,9135,35975,19,store,bone
3722,ABBA,"Then, Benjamin and Bradley were thinking about going to the store. Bradley wanted to give a kiss to Benjamin","Then, Bradley and Benjamin were thinking about going to the store. Benjamin wanted to give a kiss to Bradley",Benjamin,Bradley,Bradley,Benjamin,27316,42915,42915,27316,20,store,kiss
3723,ABBA,"Then, Andrew and Brittany had a long argument, and afterwards Brittany said to Andrew","Then, Brittany and Andrew had a long argument, and afterwards Andrew said to Brittany",Andrew,Brittany,Brittany,Andrew,15970,92030,92030,15970,15,restaurant,necklace
3724,BABA,"Then, Kevin and Andrea had a lot of fun at the office. Kevin gave a ring to Andrea","Then, Andrea and Kevin had a lot of fun at the office. Andrea gave a ring to Kevin",Andrea,Kevin,Kevin,Andrea,32492,19934,19934,32492,19,office,ring
3725,BABA,"Then, Jennifer and Timothy were working at the garden. Jennifer decided to give a snack to Timothy","Then, Timothy and Jennifer were working at the garden. Timothy decided to give a snack to Jennifer",Timothy,Jennifer,Jennifer,Timothy,44708,30904,30904,44708,18,garden,snack
3726,BABA,"Then, Brandon and Nicole went to the store. Brandon gave a necklace to Nicole","Then, Nicole and Brandon went to the store. Nicole gave a necklace to Brandon",Nicole,Brandon,Brandon,Nicole,42462,45225,45225,42462,15,store,necklace
3727,BABA,"Then, Andrea and Cody went to the office. Andrea gave a ring to Cody","Then, Cody and Andrea went to the office. Cody gave a ring to Andrea",Cody,Andrea,Andrea,Cody,67768,32492,32492,67768,15,office,ring
3728,BABA,"When Allison and Jose got a ring at the store, Allison decided to give it to Jose","When Jose and Allison got a ring at the store, Jose decided to give it to Allison",Jose,Allison,Allison,Jose,8289,64426,64426,8289,17,store,ring
3729,BABA,"After Alexander and Timothy went to the school, Alexander gave a computer to Timothy","After Timothy and Alexander went to the school, Timothy gave a computer to Alexander",Timothy,Alexander,Alexander,Timothy,44708,16188,16188,44708,14,school,computer
3730,BABA,"Then, Christopher and Courtney had a lot of fun at the garden. Christopher gave a ring to Courtney","Then, Courtney and Christopher had a lot of fun at the garden. Courtney gave a ring to Christopher",Courtney,Christopher,Christopher,Courtney,81161,27402,27402,81161,19,garden,ring
3731,ABBA,"When Danielle and Brandon got a drink at the school, Brandon decided to give it to Danielle","When Brandon and Danielle got a drink at the school, Danielle decided to give it to Brandon",Danielle,Brandon,Brandon,Danielle,84486,45225,45225,84486,17,school,drink
3732,ABBA,"Then, Jamie and Mary had a lot of fun at the hospital. Mary gave a kiss to Jamie","Then, Mary and Jamie had a lot of fun at the hospital. Jamie gave a kiss to Mary",Jamie,Mary,Mary,Jamie,40742,7473,7473,40742,19,hospital,kiss
3733,ABBA,"After Dustin and Kyle went to the garden, Kyle gave a basketball to Dustin","After Kyle and Dustin went to the garden, Dustin gave a basketball to Kyle",Dustin,Kyle,Kyle,Dustin,116288,40358,40358,116288,14,garden,basketball
3734,BABA,"Then, Dustin and Stephanie had a long argument, and afterwards Dustin said to Stephanie","Then, Stephanie and Dustin had a long argument, and afterwards Stephanie said to Dustin",Stephanie,Dustin,Dustin,Stephanie,55361,116288,116288,55361,15,office,basketball
3735,ABBA,"Then, Jesse and Tyler had a long argument, and afterwards Tyler said to Jesse","Then, Tyler and Jesse had a long argument, and afterwards Jesse said to Tyler",Jesse,Tyler,Tyler,Jesse,46041,35975,35975,46041,15,restaurant,ring
3736,ABBA,"Then, Crystal and David had a long argument, and afterwards David said to Crystal","Then, David and Crystal had a long argument, and afterwards Crystal said to David",Crystal,David,David,Crystal,28166,6046,6046,28166,15,store,drink
3737,BABA,"Then, Scott and Tyler were working at the store. Scott decided to give a drink to Tyler","Then, Tyler and Scott were working at the store. Tyler decided to give a drink to Scott",Tyler,Scott,Scott,Tyler,35975,12511,12511,35975,18,store,drink
3738,BABA,"Then, Paul and Mark were thinking about going to the garden. Paul wanted to give a drink to Mark","Then, Mark and Paul were thinking about going to the garden. Mark wanted to give a drink to Paul",Mark,Paul,Paul,Mark,4082,6369,6369,4082,20,garden,drink
3739,BABA,"Then, Patrick and Aaron went to the store. Patrick gave a basketball to Aaron","Then, Aaron and Patrick went to the store. Aaron gave a basketball to Patrick",Aaron,Patrick,Patrick,Aaron,32057,19785,19785,32057,15,store,basketball
3740,BABA,"Then, Steven and Jamie were working at the restaurant. Steven decided to give a basketball to Jamie","Then, Jamie and Steven were working at the restaurant. Jamie decided to give a basketball to Steven",Jamie,Steven,Steven,Jamie,40742,23114,23114,40742,18,restaurant,basketball
3741,BABA,"Then, Tyler and Nicole had a long argument, and afterwards Tyler said to Nicole","Then, Nicole and Tyler had a long argument, and afterwards Nicole said to Tyler",Nicole,Tyler,Tyler,Nicole,42462,35975,35975,42462,15,hospital,necklace
3742,ABBA,"Then, Eric and Jessica were thinking about going to the house. Jessica wanted to give a snack to Eric","Then, Jessica and Eric were thinking about going to the house. Eric wanted to give a snack to Jessica",Eric,Jessica,Jessica,Eric,19288,36171,36171,19288,20,house,snack
3743,BABA,"Then, Bradley and Amy were working at the office. Bradley decided to give a necklace to Amy","Then, Amy and Bradley were working at the office. Amy decided to give a necklace to Bradley",Amy,Bradley,Bradley,Amy,27161,42915,42915,27161,18,office,necklace
3744,ABBA,"Then, Heather and William had a lot of fun at the office. William gave a ring to Heather","Then, William and Heather had a lot of fun at the office. Heather gave a ring to William",Heather,William,William,Heather,51593,7130,7130,51593,19,office,ring
3745,ABBA,"After Erin and Heather went to the office, Heather gave a computer to Erin","After Heather and Erin went to the office, Erin gave a computer to Heather",Erin,Heather,Heather,Erin,42201,51593,51593,42201,14,office,computer
3746,ABBA,"Then, Michelle and Brian went to the garden. Brian gave a snack to Michelle","Then, Brian and Michelle went to the garden. Michelle gave a snack to Brian",Michelle,Brian,Brian,Michelle,37108,19924,19924,37108,15,garden,snack
3747,ABBA,"Then, Melissa and Brian were working at the store. Brian decided to give a bone to Melissa","Then, Brian and Melissa were working at the store. Melissa decided to give a bone to Brian",Melissa,Brian,Brian,Melissa,52521,19924,19924,52521,18,store,bone
3748,BABA,"Then, Lindsay and Scott had a long argument, and afterwards Lindsay said to Scott","Then, Scott and Lindsay had a long argument, and afterwards Scott said to Lindsay",Scott,Lindsay,Lindsay,Scott,12511,61987,61987,12511,15,school,basketball
3749,ABBA,"When Amber and John got a ring at the store, John decided to give it to Amber","When John and Amber got a ring at the store, Amber decided to give it to John",Amber,John,John,Amber,47235,3350,3350,47235,17,store,ring
3750,BABA,"Then, Bryan and Jennifer were thinking about going to the store. Bryan wanted to give a necklace to Jennifer","Then, Jennifer and Bryan were thinking about going to the store. Jennifer wanted to give a necklace to Bryan",Jennifer,Bryan,Bryan,Jennifer,30904,39746,39746,30904,20,store,necklace
3751,BABA,"When Kenneth and Michael got a computer at the house, Kenneth decided to give it to Michael","When Michael and Kenneth got a computer at the house, Michael decided to give it to Kenneth",Michael,Kenneth,Kenneth,Michael,7939,40980,40980,7939,17,house,computer
3752,BABA,"When Sarah and Christopher got a drink at the garden, Sarah decided to give it to Christopher","When Christopher and Sarah got a drink at the garden, Christopher decided to give it to Sarah",Christopher,Sarah,Sarah,Christopher,27402,19400,19400,27402,17,garden,drink
3753,BABA,"After Eric and Aaron went to the store, Eric gave a computer to Aaron","After Aaron and Eric went to the store, Aaron gave a computer to Eric",Aaron,Eric,Eric,Aaron,32057,19288,19288,32057,14,store,computer
3754,BABA,"Then, Tyler and Allison had a long argument, and afterwards Tyler said to Allison","Then, Allison and Tyler had a long argument, and afterwards Allison said to Tyler",Allison,Tyler,Tyler,Allison,64426,35975,35975,64426,15,station,necklace
3755,ABBA,"Then, Tyler and Brian were thinking about going to the restaurant. Brian wanted to give a drink to Tyler","Then, Brian and Tyler were thinking about going to the restaurant. Tyler wanted to give a drink to Brian",Tyler,Brian,Brian,Tyler,35975,19924,19924,35975,20,restaurant,drink
3756,ABBA,"When Jonathan and Michelle got a basketball at the school, Michelle decided to give it to Jonathan","When Michelle and Jonathan got a basketball at the school, Jonathan decided to give it to Michelle",Jonathan,Michelle,Michelle,Jonathan,25571,37108,37108,25571,17,school,basketball
3757,BABA,"After Stephanie and Jose went to the restaurant, Stephanie gave a snack to Jose","After Jose and Stephanie went to the restaurant, Jose gave a snack to Stephanie",Jose,Stephanie,Stephanie,Jose,8289,55361,55361,8289,14,restaurant,snack
3758,ABBA,"Then, Richard and Samantha had a long argument, and afterwards Samantha said to Richard","Then, Samantha and Richard had a long argument, and afterwards Richard said to Samantha",Richard,Samantha,Samantha,Richard,9135,73605,73605,9135,15,garden,computer
3759,BABA,"Then, Matthew and Jacob were working at the restaurant. Matthew decided to give a ring to Jacob","Then, Jacob and Matthew were working at the restaurant. Jacob decided to give a ring to Matthew",Jacob,Matthew,Matthew,Jacob,21297,23739,23739,21297,18,restaurant,ring
3760,BABA,"Then, Robert and Andrew were working at the restaurant. Robert decided to give a basketball to Andrew","Then, Andrew and Robert were working at the restaurant. Andrew decided to give a basketball to Robert",Andrew,Robert,Robert,Andrew,15970,7866,7866,15970,18,restaurant,basketball
3761,BABA,"Then, Paul and Allison went to the restaurant. Paul gave a basketball to Allison","Then, Allison and Paul went to the restaurant. Allison gave a basketball to Paul",Allison,Paul,Paul,Allison,64426,6369,6369,64426,15,restaurant,basketball
3762,BABA,"After Jonathan and Lindsay went to the restaurant, Jonathan gave a kiss to Lindsay","After Lindsay and Jonathan went to the restaurant, Lindsay gave a kiss to Jonathan",Lindsay,Jonathan,Jonathan,Lindsay,61987,25571,25571,61987,14,restaurant,kiss
3763,ABBA,"Then, Nathan and Ryan had a long argument, and afterwards Ryan said to Nathan","Then, Ryan and Nathan had a long argument, and afterwards Nathan said to Ryan",Nathan,Ryan,Ryan,Nathan,32743,18894,18894,32743,15,station,ring
3764,BABA,"Then, Tyler and Kimberly had a long argument, and afterwards Tyler said to Kimberly","Then, Kimberly and Tyler had a long argument, and afterwards Kimberly said to Tyler",Kimberly,Tyler,Tyler,Kimberly,102292,35975,35975,102292,15,house,kiss
3765,BABA,"Then, Jamie and Andrew had a lot of fun at the school. Jamie gave a necklace to Andrew","Then, Andrew and Jamie had a lot of fun at the school. Andrew gave a necklace to Jamie",Andrew,Jamie,Jamie,Andrew,15970,40742,40742,15970,19,school,necklace
3766,ABBA,"Then, Christine and Andrea had a long argument, and afterwards Andrea said to Christine","Then, Andrea and Christine had a long argument, and afterwards Christine said to Andrea",Christine,Andrea,Andrea,Christine,45698,32492,32492,45698,15,station,snack
3767,ABBA,"Then, Shannon and Katie went to the house. Katie gave a ring to Shannon","Then, Katie and Shannon went to the house. Shannon gave a ring to Katie",Shannon,Katie,Katie,Shannon,54673,46526,46526,54673,15,house,ring
3768,BABA,"Then, Allison and Joshua went to the office. Allison gave a basketball to Joshua","Then, Joshua and Allison went to the office. Joshua gave a basketball to Allison",Joshua,Allison,Allison,Joshua,39555,64426,64426,39555,15,office,basketball
3769,BABA,"Then, Bradley and Sara were working at the school. Bradley decided to give a kiss to Sara","Then, Sara and Bradley were working at the school. Sara decided to give a kiss to Bradley",Sara,Bradley,Bradley,Sara,34315,42915,42915,34315,18,school,kiss
3770,ABBA,"Then, Amy and Erica were working at the station. Erica decided to give a bone to Amy","Then, Erica and Amy were working at the station. Amy decided to give a bone to Erica",Amy,Erica,Erica,Amy,27161,95692,95692,27161,18,station,bone
3771,BABA,"Then, Thomas and Kelly had a lot of fun at the hospital. Thomas gave a ring to Kelly","Then, Kelly and Thomas had a lot of fun at the hospital. Kelly gave a ring to Thomas",Kelly,Thomas,Thomas,Kelly,20950,7536,7536,20950,19,hospital,ring
3772,BABA,"Then, Kelly and John had a long argument, and afterwards Kelly said to John","Then, John and Kelly had a long argument, and afterwards John said to Kelly",John,Kelly,Kelly,John,3350,20950,20950,3350,15,restaurant,snack
3773,ABBA,"Then, Michael and Joshua went to the school. Joshua gave a computer to Michael","Then, Joshua and Michael went to the school. Michael gave a computer to Joshua",Michael,Joshua,Joshua,Michael,7939,39555,39555,7939,15,school,computer
3774,ABBA,"Then, Brandon and Lisa were working at the restaurant. Lisa decided to give a bone to Brandon","Then, Lisa and Brandon were working at the restaurant. Brandon decided to give a bone to Lisa",Brandon,Lisa,Lisa,Brandon,45225,25380,25380,45225,18,restaurant,bone
3775,ABBA,"Then, Melissa and Robert had a lot of fun at the hospital. Robert gave a snack to Melissa","Then, Robert and Melissa had a lot of fun at the hospital. Melissa gave a snack to Robert",Melissa,Robert,Robert,Melissa,52521,7866,7866,52521,19,hospital,snack
3776,ABBA,"When Lindsey and Heather got a kiss at the restaurant, Heather decided to give it to Lindsey","When Heather and Lindsey got a kiss at the restaurant, Lindsey decided to give it to Heather",Lindsey,Heather,Heather,Lindsey,95807,51593,51593,95807,17,restaurant,kiss
3777,ABBA,"After Benjamin and Kimberly went to the school, Kimberly gave a ring to Benjamin","After Kimberly and Benjamin went to the school, Benjamin gave a ring to Kimberly",Benjamin,Kimberly,Kimberly,Benjamin,27316,102292,102292,27316,14,school,ring
3778,BABA,"Then, Alicia and Brandon had a long argument, and afterwards Alicia said to Brandon","Then, Brandon and Alicia had a long argument, and afterwards Brandon said to Alicia",Brandon,Alicia,Alicia,Brandon,45225,77804,77804,45225,15,store,bone
